Entity,Code,Year,above 10$ a day,5.50 - 10$ a day,3.20 - 5.50$ a day,1.9 - 3.20$ a day,below 1.90$ a day
Portugal,PRT,2006,9390152,896304,184100,49444,0
Portugal,PRT,2007,9540808,817904,104346,50592,26350
Portugal,PRT,2008,9532512,796224,130944,77088,23232
Portugal,PRT,2009,9647239,765268,104643,27482,25368
Portugal,PRT,2010,9539425,820232,158550,26425,25368
Portugal,PRT,2011,9425856,844800,189024,50688,49632
Portugal,PRT,2012,9117425,919625,317402,77774,77774
Portugal,PRT,2013,8970496,1019849.9999999999,286604,104600,78450
Portugal,PRT,2014,9023040,988000,234000,105040,49920
Portugal,PRT,2015,9168600,882672,181300,75628,51800
Romania,ROU,1989,17126820,5285112,588264,90324,69480
Romania,ROU,1992,8304676.000000001,10362613,3480033,501380.00000000006,141298
Romania,ROU,1994,597800,3354948,9178373,7162223,2436656
Romania,ROU,1998,3955007,9015255,6714733,2350044,474961
Romania,ROU,1999,1062831,5770296,9223935,4965870,1447068
Romania,ROU,2000,920040,5336233,9213863,5277888,1691976
Romania,ROU,2001,1360995,6453108,8818806,4291007,1206085
Romania,ROU,2002,1505889,6603747,8411683,4035261,1173420
Romania,ROU,2003,1863648,7109472,8209541,3552579,834759
Romania,ROU,2004,2711280,8052330,7245810,2831400,609180
Romania,ROU,2005,3159624,8451247,6920472,2330276,458380
Romania,ROU,2006,3379804,8393360,6708754,2207998,500084
Romania,ROU,2007,4165561.0000000005,8890703,5777496,1770624,275616
Romania,ROU,2008,6361238,8893820,4134702,1150240,0
Romania,ROU,2009,6720063,8964836,3803079,882021,0
Romania,ROU,2010,6107400,8982901,4086450,1073250,0
Romania,ROU,2011,5799170,9260941,4074330,1015560,0
Romania,ROU,2012,6046084,9155384,3941790,916742,0
Romania,ROU,2013,6105888,9044947,3926070,903096,0
Romania,ROU,2014,8013775.000000001,6221875,2701787,1483295,1489268
Romania,ROU,2015,8920981,5803296,2471554,1490464,1133704
Romania,ROU,2016,8073060,8008050.000000001,2978640,640250,0
Russia,RUS,1993,68735054,40679626,23109713,12475679,3519924
Russia,RUS,1996,68909218,40521763,21927679,11467585,5333760
Russia,RUS,1997,68265076,48488178,22868431,6626816,1671496
Russia,RUS,1998,60264122,48760635,27023613,9111239,2510390
Russia,RUS,1999,43441673,48858997,35359840,14559069,4990419
Russia,RUS,2000,49565460,49931957,32413261,11405479,3283840
Russia,RUS,2001,58173031,50771843,27371250,7736939,1926936
Russia,RUS,2002,65258720,49783203,23409439,5841462,1017169.9999999999
Russia,RUS,2003,69952744,46085487,21711966,5757070,1142735
Russia,RUS,2004,75550308,43509140,19103682,4855159,1051711
Russia,RUS,2005,80988335,41491634,16433041,3831984,775008
Russia,RUS,2006,88533646,37865334,13432395,2789475,429150
Russia,RUS,2007,97624916,33317574,10010981,1656596,199934
Russia,RUS,2008,106669600,28590820,6723054,656604,99918
Russia,RUS,2009,106464230,29329065,6225644,713950,57116
Russia,RUS,2010,111965830,25241596,4928325,628540,85710
Russia,RUS,2011,114911250,23416847,4174432.0000000005,428880,28592
Russia,RUS,2012,117108960,21966881,3694560,400960,28640
Russia,RUS,2013,118524910,21339935,3228975,401828,14351
Russia,RUS,2014,120032170,20264238,3221568,287640,14382
Russia,RUS,2015,117830570,22364321,3530450,345840,28820
Rwanda,RWA,1984,14112,121716,469224,1572312,3702636
Rwanda,RWA,2000,129283.00000000001,207174,449680,1043900,6199963
Rwanda,RWA,2005,246828,342612,784692,1547280,6288588
Rwanda,RWA,2010,267208,466037,992036,2240760,6553960
Rwanda,RWA,2013,288290,578851,1242825,2788695,6451340
Rwanda,RWA,2016,241758,780219,1456653,2954820,6776550
Saint Lucia,LCA,1995,4800,16155,33855,41460,53730
Saint Lucia,LCA,2016,104346,39078,17478,10548,8550
Samoa,WSM,2002,50544,63504.00000000001,44586,17694,3672
Samoa,WSM,2008,53550,61758,47268,16308,1116
Samoa,WSM,2013,54074,71516,46113,16131,2166
Sao Tome and Principe,STP,2000,1568,12642,35966,48048,41776
Sao Tome and Principe,STP,2010,1700,11339,37825,64260,54876
Senegal,SEN,1991,164369,332633,731481,1272886,5288631
Senegal,SEN,1994,117438,330188,1008435,2233024,4820915
Senegal,SEN,2001,224886,613878,1579267,2822218,4889751
Senegal,SEN,2005,334084,982600,2463436,3451816,4328064
Senegal,SEN,2011,420280,1167740,2729160,3931480,5051340
Serbia,SRB,2002,4197000,2536500,660750,93000,12750
Serbia,SRB,2003,3885112,2652408,789888,117436,35156
Serbia,SRB,2004,3307018,2775120,1132428,179040,66394
Serbia,SRB,2005,3674616,2492400,966456,241056,65472
Serbia,SRB,2006,3675360,2871375,715065,108186,40014
Serbia,SRB,2007,3793320,2836134,642060,81180,27306
Serbia,SRB,2008,3960915,2765805,551250,63945,8085
Serbia,SRB,2009,3865692,2750124,596580,97356,10248
Serbia,SRB,2010,3550959,2829978,755244,139239,14580
Serbia,SRB,2012,3528720,2017440.0000000002,899280,359280,395280
Serbia,SRB,2013,3476896,2794548,768268,99524,20764
Serbia,SRB,2014,3459476,1978575,927613,355074,409262
Serbia,SRB,2015,4129360,2448790,445170,69580,7100
Seychelles,SYC,1999,55320,17400,5240,1576,464
Seychelles,SYC,2006,50488,20320,8111.999999999999,784,296
Seychelles,SYC,2013,68769,15273,3744,1260,954
Sierra Leone,SLE,1989,77580,259031,509011,590039,2874339
Sierra Leone,SLE,2003,50960,275600,557960,1165320,3150160
Sierra Leone,SLE,2011,38999,313314,885079,1921527,3451081
Slovakia,SVK,1996,4180008,862959,214263,84846,27924
Slovakia,SVK,2004,3275700,1784988,272796,32220,4296
Slovakia,SVK,2005,3796590,1355925,198153,16647,2685
Slovakia,SVK,2006,4347552,949953,70347,2148,0
Slovakia,SVK,2007,4435620,865644,63903,4833,0
Slovakia,SVK,2008,4561164,773106,39812,5918,0
Slovakia,SVK,2009,4271036,1061830,57134,0,0
Slovakia,SVK,2010,4905978,363286,67375,26411,26950
Slovakia,SVK,2011,4983120,296460,79920,15660,24840
Slovakia,SVK,2012,4883066,365175,121725,27050,12984
Slovakia,SVK,2013,4870082,378159,122266,26509,12984
Slovakia,SVK,2014,4865534,365308,125744,22764,40650
Slovakia,SVK,2015,4892634,366392,106774,14092,40108
Slovenia,SVN,1993,1791995,186861,8955,1194,995
Slovenia,SVN,1998,1836450,135828,6336,990,396
Slovenia,SVN,2002,1821049,152633,13731,2587,0
Slovenia,SVN,2003,1806400,181200,12400,0,0
Slovenia,SVN,2004,1950200,39800,5200,4800,0
Slovenia,SVN,2005,1960200,30000,5000,4800,0
Slovenia,SVN,2006,1975428,29949,4623,0,0
Slovenia,SVN,2007,1989902,25048,5050,0,0
Slovenia,SVN,2008,1994952,25048,0,0,0
Slovenia,SVN,2009,2009808,25092,5100,0,0
Slovenia,SVN,2010,2019660,30340,0,0,0
Slovenia,SVN,2011,2019454.9999999998,25625,4920,0,0
Slovenia,SVN,2012,2019006,36050,4944,0,0
Slovenia,SVN,2013,2008500.0000000002,46556,4944,0,0
Slovenia,SVN,2014,2023950.0000000002,31106,4944,0,0
Slovenia,SVN,2015,2029512,25544,4944,0,0
Solomon Islands,SLB,2005,17437,42159,78725,117547,214132
Solomon Islands,SLB,2013,18984,66920,145096,188216,140784
South Africa,ZAF,1993,7443410,5831410,6834881,7403110,12787190
South Africa,ZAF,1996,7224360,5126551,6507929,8352631.000000001,15688530
South Africa,ZAF,2000,7236840,6513157,7863104,8526482,16250418
South Africa,ZAF,2005,9715179,5951157,9432026,10969853,12751784
South Africa,ZAF,2008,13216521,8262238,10617050,10244970,8629221
South Africa,ZAF,2010,14132921,8443646,10522320,9954940,8526174
South Africa,ZAF,2014,14812190,8907221,10776020,10350288,10444281
South Asia,,1981,6220019,26139954,101250000,274370060,513719971
South Asia,,1984,7570005,30890015,117149960,309679990,523900024.00000006
South Asia,,1987,10600019,36399963,133780030.00000001,348599980,530450012
South Asia,,1990,11000034,41779907,154920040,389460020,535929992.99999994
South Asia,,1993,11260024,48660034,177099910,429450010,542140015
South Asia,,1996,15790058,62329956,214279970,474640010,517940002.00000006
South Asia,,2002,24070000,79089966,248420040,531109990.00000006,554880005
South Asia,,2005,32879959,102640010,295580080,571209960,510359985
South Asia,,2008,38299942,122920040,347280030,608839970,467019989
South Asia,,2010,44539982,142250000,401700070,641479980,400839996
South Asia,,2011,55129955,169060060,456109990,645510010,327989990
South Asia,,2012,60670048,185510010,481739930,643979980,304720001
South Asia,,2013,66679992.99999999,202150020,514820010,641239990,274420013
South Korea,KOR,2006,46037376,1797124,368144,116256,121100
South Korea,KOR,2008,46725029,1716750,372780,117720,117720
South Korea,KOR,2010,47196377,1615330,366670,123875,247750
South Korea,KOR,2012,48071522,1506000,371480,125500,125500
Spain,ESP,2003,39873768,1476650,312206,210950,316425
Spain,ESP,2004,40344799,1716800,330484,206016,321900
Spain,ESP,2005,41148853,1601955,467055,109125,323010
Spain,ESP,2006,41629440,1771560,448440,226440,324120
Spain,ESP,2007,43194649,1365946,334702,149259,185443
Spain,ESP,2008,43886845,1259030,349220,229750,225155
Spain,ESP,2009,44042000,1274900,593408,106628,343064
Spain,ESP,2010,43901649,1630300,582250,116450,349350
Spain,ESP,2011,43482224,1972428,472074,229026,584250
Spain,ESP,2012,43266926,2123358,682842,229173,467700
Spain,ESP,2013,42540749,2582748,685314,233100,578088
Spain,ESP,2014,42185249,2932888,664664,348600,348600
Spain,ESP,2015,42506531,2433456,808056,232200,459756
Sri Lanka,LKA,1985,668234,2397877,5761698,5205106,2147086
Sri Lanka,LKA,1990,776384,2585635,6491818,5963253,1512909
Sri Lanka,LKA,1995,1238137,3308437,6199875,5997805,1625745
Sri Lanka,LKA,2002,2180464,3920642,6097294,5289150,1572450
Sri Lanka,LKA,2006,3015411,5185012,6837292,3894660,737625
Sri Lanka,LKA,2009,2933040,6007480,7558841,3213820,486820
Sri Lanka,LKA,2012,3656971,6359859,7130070,2890845,392256
Sri Lanka,LKA,2016,5049840,7583240,6419360,1971600,175960
Sub-Saharan Africa,,1990,20849987,36880005,69470001,104920010,280149994
Sub-Saharan Africa,,1993,18570009,32819977,66800017.99999999,106410000,331959991
Sub-Saharan Africa,,1996,21929983,36059998,72510010,117490020,355519989
Sub-Saharan Africa,,1999,22189985,38820007,78919983,132350040,381049988
Sub-Saharan Africa,,2002,23540030,43419983,92229980,157179990,390890015
Sub-Saharan Africa,,2005,27119986,50900024,114669980,184500000,389070007
Sub-Saharan Africa,,2008,34569973,63680054,131949950,202410030,398549988
Sub-Saharan Africa,,2010,38660007,70739990,143830020,216079990,408529999
Sub-Saharan Africa,,2011,41800026,76589966,152179990,225790010,405850006
Sub-Saharan Africa,,2012,45710011,83729980,159470030,232719970,405630005
Sub-Saharan Africa,,2013,49129982,90420044,168319950,241120030,403970001
Sub-Saharan Africa,,2015,54509983,101510010,182690000,254390010,412989990
Swaziland,SWZ,1994,7584,21216,49152,98208,783840
Swaziland,SWZ,2000,69657,90308,146055,245672,518308
Swaziland,SWZ,2009,86612,125552,208152,263730,495954
Sweden,SWE,2003,8806784,86016,24192,21504,21504
Sweden,SWE,2004,8837170,86304,22475,0,44051
Sweden,SWE,2005,8805153,68628,44247,33411,78561
Sweden,SWE,2006,8921100,91708,22700,21792,22700
Sweden,SWE,2007,9014580,68625,21045,0,45750
Sweden,SWE,2008,9058650,70072,22128,23972,45178
Sweden,SWE,2009,9137250,69750,24180,25110,43710
Sweden,SWE,2010,9217726,48776,45024,22512,45962
Sweden,SWE,2011,9265725,90720,23625,23625,46305
Sweden,SWE,2012,9335312,90440,49504,0,44744
Sweden,SWE,2013,9409920,71040,48960,0,70080
Sweden,SWE,2014,9554500,54320,19400,26190,45590
Sweden,SWE,2015,9630460,72520,28420,19600,49000
Switzerland,CHE,2006,7410436,32912,18700,17952,0
Switzerland,CHE,2007,7474500,56625,18875,0,0
Switzerland,CHE,2008,7575795,56610,0,17595,0
Switzerland,CHE,2009,7682724,37926,19350,0,0
Switzerland,CHE,2010,7763696,38318,0,17986,0
Switzerland,CHE,2011,7870450,39550,0,0,0
Switzerland,CHE,2012,7980800,19200,0,0,0
Switzerland,CHE,2013,8070584,19416,0,0,0
Switzerland,CHE,2014,8169525,20475,0,0,0
Switzerland,CHE,2015,8261784,18216,0,0,0
Tajikistan,TJK,1999,7943,105092,676988,1997970,3322007
Tajikistan,TJK,2003,97384,513240.00000000006,1576568,2364194,2028614.0000000002
Tajikistan,TJK,2004,270413,1029314.0000000001,2197525,2177395,1035353
Tajikistan,TJK,2007,279565,1577290,2812095,1741025,740025
Tajikistan,TJK,2009,577431,2139408,2831130,1567953,354078
Tajikistan,TJK,2015,1161945,2756520,2898450,1321830,411255
Tanzania,TZA,1991,65326.99999999999,430077,1853682,5256182,19614733
Tanzania,TZA,2000,30761,177738,1080086,3510286,29381128
Tanzania,TZA,2007,570112,1601345,4716000,9905695,25126848
Tanzania,TZA,2011,819635,2561977,6915371,14689644,24093372
Thailand,THA,1981,5462421,9237774,12785929,11388905,9464972
Thailand,THA,1988,6325630,10982002,15649349,14089907,7863112
Thailand,THA,1990,8464369,11491398,16125298.999999998,15197388,5301546
Thailand,THA,1992,11261448,13054489,16715758.999999998,12961944,3846360
Thailand,THA,1994,12681170,16238729,18518162,9565360,1896580
Thailand,THA,1996,14893141,17954773,18135227,7813485,1353375
Thailand,THA,1998,16231600,18085760,18295200,8063440,924000
Thailand,THA,1999,14636619,17602575,18593304,9894828,1582674
Thailand,THA,2000,14915223,17244745,19076880,10117672,1605480
Thailand,THA,2002,18138218,20252525,17926786,7022072,730398
Thailand,THA,2004,22165001,20813000,16198000,5336500,487500
Thailand,THA,2006,26788738,21174295,13789289,3613518,454158
Thailand,THA,2007,27605400,22143900,13531281,2694340,225080
Thailand,THA,2008,29514923,21755196,12997214,2182840,99825
Thailand,THA,2009,31500479,21802879,11556864,1906080,113696
Thailand,THA,2010,32569965.000000004,22676655,10296572,1572714,94094
Thailand,THA,2011,34420040,23838089,8353460,891396,27012
Thailand,THA,2012,36674305,21891968,8283264.000000001,949760,40704
Thailand,THA,2013,38294682,21947893,7147886,722284,27256
Thailand,THA,2014,39088345,22072292,6650424,588412,20526
Thailand,THA,2015,42040520,21724024,4559024,315836,20598
Thailand,THA,2016,41364201,21718445,5391738,364958,20658
Thailand,THA,2017,42411270,21271225,5026112,310680,20712
Timor,TLS,2001,11659,48505,156373,264241,409222
Timor,TLS,2007,3392,22260,153382,382554,498412
Timor,TLS,2014,10164,61952,250349,515823.00000000006,371712
Togo,TGO,2006,102200,393616,805920,1294144,3244120
Togo,TGO,2011,160988,497660,982628,1419500,3619224
Togo,TGO,2015,159530,575050,1255464,1783026,3646930
Tonga,TON,2001,37290,33550,20800,5550,2810
Tonga,TON,2009,33220,34860,23060,7750,1110
Tonga,TON,2015,35156,44649,21956,7194,1045
Trinidad and Tobago,TTO,1988,629640,303240,167520,91680,7920
Trinidad and Tobago,TTO,1992,436480,395436,245644,120156,42284
Tunisia,TUN,1985,831552,1608936,2114748,1668228,1096536
Tunisia,TUN,1990,1088006,2249259,2394107,1622956,875672
Tunisia,TUN,1995,1342814,2301186,2591795,1804691,1069514
Tunisia,TUN,2000,1901200,2908060,2682050,1632510,576180
Tunisia,TUN,2005,2415920,3520860,2635090,1191800,336330
Tunisia,TUN,2010,3540992,3872960,2258872,755440,211736
Tunisia,TUN,2015,4822433,4382903,1702897,332465,29302
Turkey,TUR,1987,13587492,16750578,13536390,5999140,1226400
Turkey,TUR,1994,16312501.999999998,18735781,13814401,6826616,1870700
Turkey,TUR,2002,20929482,21431061,14343827,6807130,1628500
Turkey,TUR,2003,19595684,21069492,15412189,7256682,2755953
Turkey,TUR,2004,28191107,19989084,12001490,5360800,1467519
Turkey,TUR,2005,30059328,20397161,10687460,4990650,1765400
Turkey,TUR,2006,32812271.000000004,20036663,10210860,4407516,1292688
Turkey,TUR,2007,35523838,20288401,9124559,3667920,995280
Turkey,TUR,2008,40157845,18391884,7670916,3782628,436728
Turkey,TUR,2009,39707844,19711243,8382450,2917806,620658
Turkey,TUR,2010,40989410,19811188,8245620.000000001,2719608,564174
Turkey,TUR,2011,44134094,19292149,6944586,2833626,205548
Turkey,TUR,2012,46106632,18739441,7158721,2371326,193882
Turkey,TUR,2013,48369179,18780762,6449729,1940224,250107.00000000003
Turkey,TUR,2014,50192749,18733696,6239430,1671551,192575
Turkey,TUR,2015,49200523,20076254,6856452,1917615,219156
Turkey,TUR,2016,52397091,19281174,6392604,1256258,182873
Uganda,UGA,1989,303300,835759,2133210,3855280,9722450
Uganda,UGA,1992,249911,535254,1680367,4278309,11906160
Uganda,UGA,1996,220479,782280,2020360.9999999998,4914160,13262720
Uganda,UGA,1999,305308,841400,1985704,4822424,16085163.000000002
Uganda,UGA,2002,455245,1026227.9999999999,2417679,5082272,16738577
Uganda,UGA,2005,602195,1549721,3567501,6732586,16087997.000000002
Uganda,UGA,2009,1238706,2313562,5285801,9319788,14612143
Uganda,UGA,2012,1394305,3304209,7120392,11470328,13020766
Uganda,UGA,2016,1456297,3622078,7401817,11725073,17284735
Ukraine,UKR,1992,8646471,21955149,14904470,5084625,1559285
Ukraine,UKR,1993,8244441.999999999,21680788,17235054,4330940,688776
Ukraine,UKR,1995,9673578,16740749.000000002,14623690,7690443,2781540
Ukraine,UKR,1996,6147624,15552876,17717821,8899757,2741922
Ukraine,UKR,1999,1495066,9660816,20086548,14299994,4127576.9999999995
Ukraine,UKR,2002,6704619,18687140,17057981,4945320,804940
Ukraine,UKR,2003,8667953,21060307,14730261,3050278,301203
Ukraine,UKR,2004,12023829,21442656,11269375,2448420,265720
Ukraine,UKR,2005,17628563,20535248,7697774,1125929,122486
Ukraine,UKR,2006,19581615,20115021,6349403,683134,60827
Ukraine,UKR,2007,18534235,21180655,6204434,553469,37208
Ukraine,UKR,2008,23810022,18619650,3622158,203544,4626
Ukraine,UKR,2009,21123135,20432384,4162919.9999999995,299325,32235
Ukraine,UKR,2010,24012945,19040638,2678808,137610,0
Ukraine,UKR,2011,25565601,17520643,2532334,91420,0
Ukraine,UKR,2012,26984720,16740648,1764333,100298,0
Ukraine,UKR,2013,29864185,14124645,1451131,50039,0
Ukraine,UKR,2014,28370710,15274097,1570869,49797,4527
Ukraine,UKR,2015,22647240,18976545,3300465,171570,54180
Ukraine,UKR,2016,23710501,18391499,2686500,189000,22500
United Kingdom,GBR,2004,58202297,1037827,455924,0,293951
United Kingdom,GBR,2005,58594040,1208000,151000,144960,302000
United Kingdom,GBR,2006,59480873,918835,304250,0,146040
United Kingdom,GBR,2007,60105865,772632,134904,165564,141036
United Kingdom,GBR,2008,60425457,791168,290507,160706,142163
United Kingdom,GBR,2009,61040627,934200,149472,0,155700
United Kingdom,GBR,2010,61514599,797179,307573,0,150648
United Kingdom,GBR,2011,62013779,778098,151824,158150,158150
United Kingdom,GBR,2012,62750870,675220,114660,0,159250
United Kingdom,GBR,2013,63007725,801625,166738,0,153912
United Kingdom,GBR,2014,63647312,646100,161525,0,155064
United Kingdom,GBR,2015,63827400,827151,325650,0,149799
United States,USA,1986,229324140,7804225,1200650,600325,1200650
United States,USA,1991,242860790,6324500,1897350,632450,1264900
United States,USA,1994,251946980,7236075,1315650,657825,1973475
United States,USA,1997,261753600,6816500,1363300,681650,2044950
United States,USA,2000,272989810,4937800,1410800,705400,2116200
United States,USA,2004,281829620,5124175,2196075,732025,2928100
United States,USA,2007,289933870,6024601,1506150,753075,3012300
United States,USA,2010,296966400,6186800,2320050,773350,3093400
United States,USA,2013,304371370,5534025,2371725,790575,3162300
United States,USA,2016,312090640,4851150,1617050,808525,4042625
Uruguay,URY,1981,1948044,605052,290472,96432,0
Uruguay,URY,1989,2184321,602550,218463,66744,17922
Uruguay,URY,2006,1922076,837162,448884,106560,15318
Uruguay,URY,2007,2030720,808614,403472,86172,11022
Uruguay,URY,2008,2235790,758105,296475,53935,5695
Uruguay,URY,2009,2334528,693504,271824,53424,6720
Uruguay,URY,2010,2383264,693883,250054,37744,5055
Uruguay,URY,2011,2598096,588843,170178,29154,3729
Uruguay,URY,2012,2688040,523599.99999999994,151640,31960.000000000004,4760
Uruguay,URY,2013,2728341,510818,142879,22506,5456
Uruguay,URY,2014,2814660,458622,123804,19152,3762
Uruguay,URY,2015,2831465,460649,115934,17493,4459
Uruguay,URY,2016,2843504,469216,108360,16856,2064
Uruguay,URY,2017,2922316,438382,86500,11072,1730
Uruguay-Urban,,1992,2147121,483930,137821,48393,12735
Uruguay-Urban,,1995,2165180,503700.00000000006,179872,51392,19856
Uruguay-Urban,,1996,2160875,512710,189685,62835,23895
Uruguay-Urban,,1997,2159308,547724,193104,59600,20264
Uruguay-Urban,,1998,2232216,504175.00000000006,189931,56588,27090
Uruguay-Urban,,2000,2213604,568854,212976,53550,11016
Uruguay-Urban,,2001,2121063,622596,250512,63855.99999999999,11973
Uruguay-Urban,,2002,1936396,710864,332332,83776,16632
Uruguay-Urban,,2003,1685904,832755,431982,117420,21939
Uruguay-Urban,,2004,1689921,781461,441252,152646,24720
Uruguay-Urban,,2005,1778780,758570,417260,123380,22010
Uzbekistan,UZB,1998,788840,2255890,5242900,6099080,9663290
Uzbekistan,UZB,2000,172551,695129,2423096,6081154,15278070
Uzbekistan,UZB,2002,156675,818747,2597757,6989681,14707140
Uzbekistan,UZB,2003,148306,764544,2564671,6205839,15886641
Venezuela,VEN,1981,6898152,3549152,2617736,1776152,918808
Venezuela,VEN,1987,7508768,4198789,3287852,2325284,1119308
Venezuela,VEN,1989,8448223,5332250,3007389,1169217,1432921
Venezuela,VEN,1992,8407360,6472960,3579680,1333280,1006720.0000000001
Venezuela,VEN,1995,6148849,6042337,4926179,2762655,2309979
Venezuela,VEN,1998,6802302,6227194,4711643,2814258,3014603
Venezuela,VEN,1999,6084396,6502519,5363496,3191184,2888406
Venezuela,VEN,2001,6851270,6664146,5581315,3118750,2734520
Venezuela,VEN,2002,5224297,5981513,5836678,3735270,4632243
Venezuela,VEN,2003,4030545,5665531,5926817,4374617,5872490
Venezuela,VEN,2004,4918444,6345531,6066432,3796786,5202808
Venezuela,VEN,2005,6895851,6804797,5318508,2710136,5050708
Venezuela,VEN,2006,9697439,7853293,4832376,2072963.9999999998,2783928
Vietnam,VNM,1992,863467,3170868,10492176,19649250,38384239
Vietnam,VNM,1998,1945054,5970131,14925320,28366045,28183451
Vietnam,VNM,2002,2171937,6679741,15105228,26891077,31112017
Vietnam,VNM,2004,3224260,9589241,20581795,28032667,22102037
Vietnam,VNM,2006,3760975,12772011,24905846,27092655,16558513.999999998
Vietnam,VNM,2008,4829743,13899620,27504410,27686501,12789725
Vietnam,VNM,2010,17915174,28345787,26886034,11616111,3706893
Vietnam,VNM,2012,20107037,32815258,25425495,9569611,2532600
Vietnam,VNM,2014,23005447,36340454,22607523,8060233.999999999,2526342
Vietnam,VNM,2016,30791992,36362167,19490875,6061937,1863029
World,OWID_WRL,1981,1142720000,385120120,417639890,669510010,1903050049
World,OWID_WRL,1984,1186880100,393239990,473299800,841460080,1868410034
World,OWID_WRL,1987,1257810100,421089840,566890140,1001059900,1773420044
World,OWID_WRL,1990,1280240100,458979980,628839840,1023080100,1897250000
World,OWID_WRL,1993,1264490100,504000000,750429930,1141350000,1884910034
World,OWID_WRL,1996,1326409900,561620120,909079830,1293230100,1706609985
World,OWID_WRL,1999,1372209800,630540280,981689940,1328360000,1729339966
World,OWID_WRL,2002,1494410000,762239990,1063830099.9999999,1359469800,1600920044
World,OWID_WRL,2005,1694900300,886169680,1188220000,1400820100,1350550049
World,OWID_WRL,2008,1948779800,989280270,1234599900,1365070100,1228959961
World,OWID_WRL,2010,2106520300.0000002,1088029800,1296000000,1351540000,1091189941
World,OWID_WRL,2011,2199460000,1152109900,1364420200,1336500000,962909973
World,OWID_WRL,2012,2302960200,1192919900,1381379900,1314660000,907859985
World,OWID_WRL,2013,2417790300,1269279800,1427439900,1267960100,802890015
World,OWID_WRL,2015,2594630100,1378409900,1455490000,1198250000,731020020
Yemen,YEM,1998,1798160,4676230,5717269,3454360,1253980
Yemen,YEM,2005,1214220,3601500,7771009,5976432,2016840.0000000002
Yemen,YEM,2014,1288876,3551624,7701750,8767500,4940250
Zambia,ZMB,1991,476272,828120,1236824,1245064,4453720
Zambia,ZMB,1993,343332,677127,1239810,1681113,4728618
Zambia,ZMB,1996,504243,1010365,1801002,2155944,3918447
Zambia,ZMB,1998,517400,1027835,1875575,2336260,4192929.9999999995
Zambia,ZMB,2002,258092,612112,1838620,3065128,5646048
Zambia,ZMB,2004,498870,889290,1609880,2220815,6831145
Zambia,ZMB,2006,490248,770037,1501694,2133074,7484948
Zambia,ZMB,2010,508295.00000000006,811610,1484720,2123205,8922170
Zambia,ZMB,2015,767970,1289610,2088169.9999999998,2696751,9257500
